Round,PR-AUC,Max-F1,Precision,Recall,Accuracy,Balanced_Accuracy,TP,FP,TN,FN,Optimal-Threshold
30,0.6937963982478151,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.976,0.9078341013824884,58,12,918,12,50.806620279947914
32,0.6984573641996379,0.8405797101449275,0.8529411764705882,0.8285714285714286,0.978,0.9089093701996929,58,10,920,12,50.93560526529948
34,0.7007579637662935,0.8345323741007195,0.8405797101449275,0.8285714285714286,0.977,0.9083717357910907,58,11,919,12,51.11779586791993
36,0.6961719953749997,0.8142857142857143,0.8142857142857143,0.8142857142857143,0.974,0.9001536098310292,57,13,917,13,50.565044301350916
38,0.6909268551675509,0.8111888111888111,0.7945205479452054,0.8285714285714286,0.973,0.9062211981566821,58,15,915,12,50.86943893432616
40,0.694419795095606,0.8055555555555556,0.7837837837837838,0.8285714285714286,0.972,0.9056835637480799,58,16,914,12,51.25065923055013
42,0.6980692076279292,0.7887323943661971,0.7777777777777778,0.8,0.97,0.8913978494623656,56,16,914,14,53.068162282307945
44,0.7168291418996744,0.8529411764705882,0.8787878787878788,0.8285714285714286,0.98,0.9099846390168971,58,8,922,12,52.153729782104485
46,0.7109398425573262,0.8444444444444444,0.8769230769230769,0.8142857142857143,0.979,0.90284178187404,57,8,922,13,51.99134788513183
48,0.7141894301793024,0.8467153284671532,0.8656716417910447,0.8285714285714286,0.979,0.909447004608295,58,9,921,12,49.34650924682617
50,0.7182008417485533,0.8368794326241135,0.8309859154929577,0.8428571428571429,0.977,0.9149769585253456,59,12,918,11,48.31231150309245
52,0.7174868282921079,0.8467153284671532,0.8656716417910447,0.8285714285714286,0.979,0.909447004608295,58,9,921,12,48.90902018229167
54,0.7167081211774708,0.8382352941176471,0.8636363636363636,0.8142857142857143,0.978,0.9023041474654379,57,9,921,13,49.087448781331375
56,0.7159706436756658,0.8444444444444444,0.8769230769230769,0.8142857142857143,0.979,0.90284178187404,57,8,922,13,51.73426233927409
58,0.7165154572141837,0.8489208633093526,0.855072463768116,0.8428571428571429,0.979,0.91605222734255,59,10,920,11,47.06389483133952
60,0.712490010575687,0.8382352941176471,0.8636363636363636,0.8142857142857143,0.978,0.9023041474654379,57,9,921,13,48.57361104329427
62,0.7179725392335797,0.8467153284671532,0.8656716417910447,0.8285714285714286,0.979,0.909447004608295,58,9,921,12,51.98261006673177
64,0.7206300233351441,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.98,0.9231950844854071,60,10,920,10,47.50281575520833
66,0.7157957733970041,0.851063829787234,0.8450704225352113,0.8571428571428571,0.979,0.9226574500768049,60,11,919,10,46.99374588012696
68,0.7165871782714831,0.855072463768116,0.8676470588235294,0.8428571428571429,0.98,0.9165898617511521,59,9,921,11,46.511015879313156
70,0.720241044136777,0.851063829787234,0.8450704225352113,0.8571428571428571,0.979,0.9226574500768049,60,11,919,10,47.39590260823567
72,0.7157288693375715,0.851063829787234,0.8450704225352113,0.8571428571428571,0.979,0.9226574500768049,60,11,919,10,47.41804847717285
74,0.7166791057870568,0.8695652173913043,0.8823529411764706,0.8571428571428571,0.982,0.9242703533026113,60,8,922,10,46.948965810139974
76,0.7140159454355813,0.8489208633093526,0.855072463768116,0.8428571428571429,0.979,0.91605222734255,59,10,920,11,48.10304829915365
78,0.714935328070017,0.855072463768116,0.8676470588235294,0.8428571428571429,0.98,0.9165898617511521,59,9,921,11,47.728050842285164
80,0.7184074493946049,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.978,0.9155145929339478,59,11,919,11,48.330735117594394
82,0.7105874837817259,0.8450704225352113,0.8333333333333334,0.8571428571428571,0.978,0.9221198156682027,60,12,918,10,45.49405047098795
84,0.7138375042775071,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.976,0.9078341013824884,58,12,918,12,47.769613037109366
86,0.7173951317567668,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.978,0.9155145929339478,59,11,919,11,47.736585998535155
88,0.7137920004509208,0.8356164383561644,0.8026315789473685,0.8714285714285714,0.976,0.9276497695852535,61,15,915,9,42.81463066101074
90,0.714531887972643,0.8321167883211679,0.8507462686567164,0.8142857142857143,0.977,0.9017665130568356,57,10,920,13,48.62366915384928
92,0.7141362151340566,0.8345323741007195,0.8405797101449275,0.8285714285714286,0.977,0.9083717357910907,58,11,919,12,47.70177416483562
94,0.7125780289260258,0.8321167883211679,0.8507462686567164,0.8142857142857143,0.977,0.9017665130568356,57,10,920,13,48.5336270904541
96,0.7146522555828209,0.8368794326241135,0.8309859154929577,0.8428571428571429,0.977,0.9149769585253456,59,12,918,11,45.06397666931152
98,0.7161537071024641,0.8405797101449275,0.8529411764705882,0.8285714285714286,0.978,0.9089093701996929,58,10,920,12,47.85291180928548
100,0.7125994524753143,0.8382352941176471,0.8636363636363636,0.8142857142857143,0.978,0.9023041474654379,57,9,921,13,48.33461039225259
